location,hour,dow,dow_name,count,exposure,risk_per_day,lat,lon,named
Airport New South Road,0,6,Sun,3,22,0.13636363636363635,13.029057,77.6323212,True
Airport New South Road,1,1,Tue,1,21,0.047619047619047616,13.029057,77.6323212,True
Airport New South Road,1,2,Wed,1,21,0.047619047619047616,13.029057,77.6323212,True
Airport New South Road,1,3,Thu,3,21,0.14285714285714285,13.029057,77.6323212,True
Airport New South Road,1,4,Fri,1,22,0.045454545454545456,13.029057,77.6323212,True
Airport New South Road,1,5,Sat,2,22,0.09090909090909091,13.029057,77.6323212,True
Airport New South Road,1,6,Sun,1,22,0.045454545454545456,13.029057,77.6323212,True
Airport New South Road,2,2,Wed,2,21,0.09523809523809523,13.029057,77.6323212,True
Airport New South Road,2,3,Thu,1,21,0.047619047619047616,13.029057,77.6323212,True
Airport New South Road,2,4,Fri,1,22,0.045454545454545456,13.029057,77.6323212,True
Airport New South Road,2,6,Sun,1,22,0.045454545454545456,13.029057,77.6323212,True
Airport New South Road,3,6,Sun,3,22,0.13636363636363635,13.029057,77.6323212,True
Airport New South Road,4,0,Mon,1,22,0.045454545454545456,13.029057,77.6323212,True
Airport New South Road,4,1,Tue,1,21,0.047619047619047616,13.029057,77.6323212,True
Airport New South Road,4,3,Thu,2,21,0.09523809523809523,13.029057,77.6323212,True
Airport New South Road,4,5,Sat,2,22,0.09090909090909091,13.029057,77.6323212,True
Airport New South Road,5,1,Tue,1,21,0.047619047619047616,13.029057,77.6323212,True
Airport New South Road,6,1,Tue,1,21,0.047619047619047616,13.029057,77.6323212,True
Airport New South Road,6,3,Thu,2,21,0.09523809523809523,13.029057,77.6323212,True
Airport New South Road,7,1,Tue,1,21,0.047619047619047616,13.029057,77.6323212,True
Airport New South Road,7,2,Wed,2,21,0.09523809523809523,13.029057,77.6323212,True
Airport New South Road,7,3,Thu,2,21,0.09523809523809523,13.029057,77.6323212,True
Airport New South Road,8,0,Mon,1,22,0.045454545454545456,13.029057,77.6323212,True
Airport New South Road,8,5,Sat,1,22,0.045454545454545456,13.029057,77.6323212,True
Airport New South Road,8,6,Sun,1,22,0.045454545454545456,13.029057,77.6323212,True
Airport New South Road,9,3,Thu,1,21,0.047619047619047616,13.029057,77.6323212,True
Airport New South Road,9,5,Sat,1,22,0.045454545454545456,13.029057,77.6323212,True
Airport New South Road,10,1,Tue,2,21,0.09523809523809523,13.029057,77.6323212,True
Airport New South Road,10,2,Wed,2,21,0.09523809523809523,13.029057,77.6323212,True
Airport New South Road,10,5,Sat,2,22,0.09090909090909091,13.029057,77.6323212,True
Airport New South Road,11,1,Tue,1,21,0.047619047619047616,13.029057,77.6323212,True
Airport New South Road,11,2,Wed,1,21,0.047619047619047616,13.029057,77.6323212,True
Airport New South Road,12,4,Fri,1,22,0.045454545454545456,13.029057,77.6323212,True
Airport New South Road,12,5,Sat,1,22,0.045454545454545456,13.029057,77.6323212,True
Airport New South Road,13,1,Tue,1,21,0.047619047619047616,13.029057,77.6323212,True
Airport New South Road,13,3,Thu,1,21,0.047619047619047616,13.029057,77.6323212,True
Airport New South Road,13,6,Sun,1,22,0.045454545454545456,13.029057,77.6323212,True
Airport New South Road,14,3,Thu,1,21,0.047619047619047616,13.029057,77.6323212,True
Airport New South Road,14,4,Fri,1,22,0.045454545454545456,13.029057,77.6323212,True
Airport New South Road,14,6,Sun,1,22,0.045454545454545456,13.029057,77.6323212,True
Airport New South Road,16,1,Tue,1,21,0.047619047619047616,13.029057,77.6323212,True
Airport New South Road,17,4,Fri,1,22,0.045454545454545456,13.029057,77.6323212,True
Airport New South Road,17,6,Sun,1,22,0.045454545454545456,13.029057,77.6323212,True
Ambalipura,1,1,Tue,1,21,0.047619047619047616,12.90174925,77.6605352,True
Ambalipura,2,5,Sat,2,22,0.09090909090909091,12.90174925,77.6605352,True
Ambalipura,5,0,Mon,1,22,0.045454545454545456,12.90174925,77.6605352,True
Ambalipura,5,4,Fri,1,22,0.045454545454545456,12.90174925,77.6605352,True
Ambalipura,13,6,Sun,1,22,0.045454545454545456,12.90174925,77.6605352,True
Anchepalya,3,0,Mon,1,22,0.045454545454545456,13.056625,77.47790209,True
Anchepalya,6,0,Mon,1,22,0.045454545454545456,13.056625,77.47790209,True
Anchepalya,7,3,Thu,1,21,0.047619047619047616,13.056625,77.47790209,True
Anchepalya,10,1,Tue,1,21,0.047619047619047616,13.056625,77.47790209,True
Anchepalya,10,3,Thu,1,21,0.047619047619047616,13.056625,77.47790209,True
Anchepalya,12,2,Wed,1,21,0.047619047619047616,13.056625,77.47790209,True
Armane Nagar,2,2,Wed,1,21,0.047619047619047616,13.026383,77.5803894,True
Armane Nagar,2,3,Thu,1,21,0.047619047619047616,13.026383,77.5803894,True
Armane Nagar,3,3,Thu,1,21,0.047619047619047616,13.026383,77.5803894,True
Armane Nagar,3,4,Fri,1,22,0.045454545454545456,13.026383,77.5803894,True
Armane Nagar,3,5,Sat,2,22,0.09090909090909091,13.026383,77.5803894,True
Armane Nagar,4,4,Fri,1,22,0.045454545454545456,13.026383,77.5803894,True
Armane Nagar,7,0,Mon,1,22,0.045454545454545456,13.026383,77.5803894,True
Armane Nagar,10,0,Mon,1,22,0.045454545454545456,13.026383,77.5803894,True
Armane Nagar,10,5,Sat,1,22,0.045454545454545456,13.026383,77.5803894,True
Armane Nagar,16,6,Sun,1,22,0.045454545454545456,13.026383,77.5803894,True
Ashok Nagar,0,4,Fri,2,22,0.09090909090909091,12.96707,77.6102824,True
Ashok Nagar,3,3,Thu,1,21,0.047619047619047616,12.96707,77.6102824,True
Ashok Nagar,4,1,Tue,3,21,0.14285714285714285,12.96707,77.6102824,True
Ashok Nagar,11,3,Thu,2,21,0.09523809523809523,12.96707,77.6102824,True
Ashok Nagar,12,1,Tue,1,21,0.047619047619047616,12.96707,77.6102824,True
Ashok Nagar,13,6,Sun,1,22,0.045454545454545456,12.96707,77.6102824,True
Ashok Nagar,14,4,Fri,1,22,0.045454545454545456,12.96707,77.6102824,True
Avalahalli South Taluka,1,6,Sun,1,22,0.045454545454545456,13.0391125,77.7400294,True
Avalahalli South Taluka,7,2,Wed,1,21,0.047619047619047616,13.0391125,77.7400294,True
Avalahalli South Taluka,9,3,Thu,2,21,0.09523809523809523,13.0391125,77.7400294,True
Avalahalli South Taluka,17,6,Sun,1,22,0.045454545454545456,13.0391125,77.7400294,True
Avalahalli South Taluka,23,2,Wed,1,21,0.047619047619047616,13.0391125,77.7400294,True
BTM Layout Stage 2,1,0,Mon,1,22,0.045454545454545456,12.9162843,77.6122067,True
BTM Layout Stage 2,1,3,Thu,2,21,0.09523809523809523,12.9162843,77.6122067,True
BTM Layout Stage 2,3,5,Sat,2,22,0.09090909090909091,12.9162843,77.6122067,True
BTM Layout Stage 2,4,0,Mon,2,22,0.09090909090909091,12.9162843,77.6122067,True
BTM Layout Stage 2,5,5,Sat,1,22,0.045454545454545456,12.9162843,77.6122067,True
BTM Layout Stage 2,5,6,Sun,1,22,0.045454545454545456,12.9162843,77.6122067,True
BTM Layout Stage 2,6,1,Tue,1,21,0.047619047619047616,12.9162843,77.6122067,True
BTM Layout Stage 2,6,4,Fri,1,22,0.045454545454545456,12.9162843,77.6122067,True
BTM Layout Stage 2,7,3,Thu,1,21,0.047619047619047616,12.9162843,77.6122067,True
BTM Layout Stage 2,7,4,Fri,1,22,0.045454545454545456,12.9162843,77.6122067,True
BTM Layout Stage 2,7,6,Sun,1,22,0.045454545454545456,12.9162843,77.6122067,True
BTM Layout Stage 2,11,3,Thu,1,21,0.047619047619047616,12.9162843,77.6122067,True
BTM Layout Stage 2,11,5,Sat,1,22,0.045454545454545456,12.9162843,77.6122067,True
BTM Layout Stage 2,12,1,Tue,1,21,0.047619047619047616,12.9162843,77.6122067,True
BTM Layout Stage 2,12,4,Fri,1,22,0.045454545454545456,12.9162843,77.6122067,True
BTM Layout Stage 2,13,2,Wed,1,21,0.047619047619047616,12.9162843,77.6122067,True
BTM Layout Stage 2,15,3,Thu,1,21,0.047619047619047616,12.9162843,77.6122067,True
BTM Layout Stage 2,23,5,Sat,1,22,0.045454545454545456,12.9162843,77.6122067,True
Banashankari Stage 2,0,0,Mon,1,22,0.045454545454545456,12.9165839,77.5722296,True
Banashankari Stage 2,1,2,Wed,1,21,0.047619047619047616,12.9165839,77.5722296,True
Banashankari Stage 2,1,5,Sat,1,22,0.045454545454545456,12.9165839,77.5722296,True
Banashankari Stage 2,2,2,Wed,2,21,0.09523809523809523,12.9165839,77.5722296,True
Banashankari Stage 2,2,5,Sat,1,22,0.045454545454545456,12.9165839,77.5722296,True
Banashankari Stage 2,2,6,Sun,1,22,0.045454545454545456,12.9165839,77.5722296,True
Banashankari Stage 2,3,1,Tue,1,21,0.047619047619047616,12.9165839,77.5722296,True
Banashankari Stage 2,3,6,Sun,2,22,0.09090909090909091,12.9165839,77.5722296,True
Banashankari Stage 2,4,3,Thu,1,21,0.047619047619047616,12.9165839,77.5722296,True
Banashankari Stage 2,4,6,Sun,1,22,0.045454545454545456,12.9165839,77.5722296,True
Banashankari Stage 2,5,1,Tue,1,21,0.047619047619047616,12.9165839,77.5722296,True
Banashankari Stage 2,7,0,Mon,1,22,0.045454545454545456,12.9165839,77.5722296,True
Banashankari Stage 2,8,2,Wed,1,21,0.047619047619047616,12.9165839,77.5722296,True
Banashankari Stage 2,8,3,Thu,1,21,0.047619047619047616,12.9165839,77.5722296,True
Banashankari Stage 2,9,2,Wed,1,21,0.047619047619047616,12.9165839,77.5722296,True
Banashankari Stage 2,9,3,Thu,1,21,0.047619047619047616,12.9165839,77.5722296,True
Banashankari Stage 2,10,2,Wed,1,21,0.047619047619047616,12.9165839,77.5722296,True
Banashankari Stage 2,10,4,Fri,1,22,0.045454545454545456,12.9165839,77.5722296,True
Banashankari Stage 2,10,5,Sat,1,22,0.045454545454545456,12.9165839,77.5722296,True
Banashankari Stage 2,10,6,Sun,2,22,0.09090909090909091,12.9165839,77.5722296,True
Banashankari Stage 2,11,4,Fri,2,22,0.09090909090909091,12.9165839,77.5722296,True
Banashankari Stage 2,12,2,Wed,2,21,0.09523809523809523,12.9165839,77.5722296,True
Banashankari Stage 2,12,5,Sat,1,22,0.045454545454545456,12.9165839,77.5722296,True
Banashankari Stage 2,13,6,Sun,2,22,0.09090909090909091,12.9165839,77.5722296,True
Bannerghata Road,0,3,Thu,2,21,0.09523809523809523,12.8998101,77.5999341,True
Bannerghata Road,0,5,Sat,3,22,0.13636363636363635,12.8998101,77.5999341,True
Bannerghata Road,1,0,Mon,1,22,0.045454545454545456,12.8998101,77.5999341,True
Bannerghata Road,1,1,Tue,1,21,0.047619047619047616,12.8998101,77.5999341,True
Bannerghata Road,1,2,Wed,2,21,0.09523809523809523,12.8998101,77.5999341,True
Bannerghata Road,1,3,Thu,1,21,0.047619047619047616,12.8998101,77.5999341,True
Bannerghata Road,1,4,Fri,2,22,0.09090909090909091,12.8998101,77.5999341,True
Bannerghata Road,1,6,Sun,1,22,0.045454545454545456,12.8998101,77.5999341,True
Bannerghata Road,2,1,Tue,7,21,0.3333333333333333,12.8998101,77.5999341,True
Bannerghata Road,2,2,Wed,1,21,0.047619047619047616,12.8998101,77.5999341,True
Bannerghata Road,2,3,Thu,8,21,0.38095238095238093,12.8998101,77.5999341,True
Bannerghata Road,2,4,Fri,3,22,0.13636363636363635,12.8998101,77.5999341,True
Bannerghata Road,2,5,Sat,5,22,0.22727272727272727,12.8998101,77.5999341,True
Bannerghata Road,2,6,Sun,1,22,0.045454545454545456,12.8998101,77.5999341,True
Bannerghata Road,3,1,Tue,3,21,0.14285714285714285,12.8998101,77.5999341,True
Bannerghata Road,3,2,Wed,2,21,0.09523809523809523,12.8998101,77.5999341,True
Bannerghata Road,3,3,Thu,4,21,0.19047619047619047,12.8998101,77.5999341,True
Bannerghata Road,3,4,Fri,4,22,0.18181818181818182,12.8998101,77.5999341,True
Bannerghata Road,3,5,Sat,21,22,0.9545454545454546,12.8998101,77.5999341,True
Bannerghata Road,3,6,Sun,1,22,0.045454545454545456,12.8998101,77.5999341,True
Bannerghata Road,4,1,Tue,2,21,0.09523809523809523,12.8998101,77.5999341,True
Bannerghata Road,4,2,Wed,1,21,0.047619047619047616,12.8998101,77.5999341,True
Bannerghata Road,4,4,Fri,2,22,0.09090909090909091,12.8998101,77.5999341,True
Bannerghata Road,4,5,Sat,19,22,0.8636363636363636,12.8998101,77.5999341,True
Bannerghata Road,4,6,Sun,2,22,0.09090909090909091,12.8998101,77.5999341,True
Bannerghata Road,5,0,Mon,2,22,0.09090909090909091,12.8998101,77.5999341,True
Bannerghata Road,5,1,Tue,3,21,0.14285714285714285,12.8998101,77.5999341,True
Bannerghata Road,5,2,Wed,1,21,0.047619047619047616,12.8998101,77.5999341,True
Bannerghata Road,5,3,Thu,1,21,0.047619047619047616,12.8998101,77.5999341,True
Bannerghata Road,5,4,Fri,2,22,0.09090909090909091,12.8998101,77.5999341,True
Bannerghata Road,5,5,Sat,1,22,0.045454545454545456,12.8998101,77.5999341,True
Bannerghata Road,5,6,Sun,1,22,0.045454545454545456,12.8998101,77.5999341,True
Bannerghata Road,6,1,Tue,2,21,0.09523809523809523,12.8998101,77.5999341,True
Bannerghata Road,6,2,Wed,1,21,0.047619047619047616,12.8998101,77.5999341,True
Bannerghata Road,6,4,Fri,2,22,0.09090909090909091,12.8998101,77.5999341,True
Bannerghata Road,6,5,Sat,2,22,0.09090909090909091,12.8998101,77.5999341,True
Bannerghata Road,7,0,Mon,1,22,0.045454545454545456,12.8998101,77.5999341,True
Bannerghata Road,7,3,Thu,1,21,0.047619047619047616,12.8998101,77.5999341,True
Bannerghata Road,7,5,Sat,1,22,0.045454545454545456,12.8998101,77.5999341,True
Bannerghata Road,7,6,Sun,2,22,0.09090909090909091,12.8998101,77.5999341,True
Bannerghata Road,8,0,Mon,1,22,0.045454545454545456,12.8998101,77.5999341,True
Bannerghata Road,8,5,Sat,2,22,0.09090909090909091,12.8998101,77.5999341,True
Bannerghata Road,8,6,Sun,1,22,0.045454545454545456,12.8998101,77.5999341,True
Bannerghata Road,9,0,Mon,2,22,0.09090909090909091,12.8998101,77.5999341,True
Bannerghata Road,10,1,Tue,6,21,0.2857142857142857,12.8998101,77.5999341,True
Bannerghata Road,10,2,Wed,2,21,0.09523809523809523,12.8998101,77.5999341,True
Bannerghata Road,10,3,Thu,3,21,0.14285714285714285,12.8998101,77.5999341,True
Bannerghata Road,10,4,Fri,1,22,0.045454545454545456,12.8998101,77.5999341,True
Bannerghata Road,10,5,Sat,6,22,0.2727272727272727,12.8998101,77.5999341,True
Bannerghata Road,10,6,Sun,2,22,0.09090909090909091,12.8998101,77.5999341,True
Bannerghata Road,11,1,Tue,6,21,0.2857142857142857,12.8998101,77.5999341,True
Bannerghata Road,11,2,Wed,2,21,0.09523809523809523,12.8998101,77.5999341,True
Bannerghata Road,11,3,Thu,3,21,0.14285714285714285,12.8998101,77.5999341,True
Bannerghata Road,11,4,Fri,3,22,0.13636363636363635,12.8998101,77.5999341,True
Bannerghata Road,11,5,Sat,2,22,0.09090909090909091,12.8998101,77.5999341,True
Bannerghata Road,12,1,Tue,3,21,0.14285714285714285,12.8998101,77.5999341,True
Bannerghata Road,12,3,Thu,6,21,0.2857142857142857,12.8998101,77.5999341,True
Bannerghata Road,12,4,Fri,1,22,0.045454545454545456,12.8998101,77.5999341,True
Bannerghata Road,12,5,Sat,5,22,0.22727272727272727,12.8998101,77.5999341,True
Bannerghata Road,13,1,Tue,2,21,0.09523809523809523,12.8998101,77.5999341,True
Bannerghata Road,13,3,Thu,1,21,0.047619047619047616,12.8998101,77.5999341,True
Bannerghata Road,13,4,Fri,12,22,0.5454545454545454,12.8998101,77.5999341,True
Bannerghata Road,13,5,Sat,2,22,0.09090909090909091,12.8998101,77.5999341,True
Bannerghata Road,13,6,Sun,3,22,0.13636363636363635,12.8998101,77.5999341,True
Bannerghata Road,14,2,Wed,1,21,0.047619047619047616,12.8998101,77.5999341,True
Bannerghata Road,14,3,Thu,1,21,0.047619047619047616,12.8998101,77.5999341,True
Bannerghata Road,14,4,Fri,2,22,0.09090909090909091,12.8998101,77.5999341,True
Bannerghata Road,14,6,Sun,1,22,0.045454545454545456,12.8998101,77.5999341,True
Bannerghata Road,15,1,Tue,1,21,0.047619047619047616,12.8998101,77.5999341,True
Bannerghata Road,16,4,Fri,1,22,0.045454545454545456,12.8998101,77.5999341,True
Bannerghata Road,17,4,Fri,1,22,0.045454545454545456,12.8998101,77.5999341,True
Bannerghata Road,19,5,Sat,1,22,0.045454545454545456,12.8998101,77.5999341,True
Bannerghata Road,20,1,Tue,1,21,0.047619047619047616,12.8998101,77.5999341,True
Basavanagudi,0,1,Tue,1,21,0.047619047619047616,12.9437093,77.57394675,True
Basavanagudi,1,1,Tue,1,21,0.047619047619047616,12.9437093,77.57394675,True
Basavanagudi,2,0,Mon,1,22,0.045454545454545456,12.9437093,77.57394675,True
Basavanagudi,2,1,Tue,1,21,0.047619047619047616,12.9437093,77.57394675,True
Basavanagudi,2,2,Wed,2,21,0.09523809523809523,12.9437093,77.57394675,True
Basavanagudi,2,5,Sat,1,22,0.045454545454545456,12.9437093,77.57394675,True
Basavanagudi,3,0,Mon,1,22,0.045454545454545456,12.9437093,77.57394675,True
Basavanagudi,3,2,Wed,1,21,0.047619047619047616,12.9437093,77.57394675,True
Basavanagudi,3,5,Sat,1,22,0.045454545454545456,12.9437093,77.57394675,True
Basavanagudi,3,6,Sun,2,22,0.09090909090909091,12.9437093,77.57394675,True
Basavanagudi,4,2,Wed,2,21,0.09523809523809523,12.9437093,77.57394675,True
Basavanagudi,5,6,Sun,1,22,0.045454545454545456,12.9437093,77.57394675,True
Basavanagudi,6,0,Mon,1,22,0.045454545454545456,12.9437093,77.57394675,True
Basavanagudi,10,1,Tue,1,21,0.047619047619047616,12.9437093,77.57394675,True
Basavanagudi,10,2,Wed,1,21,0.047619047619047616,12.9437093,77.57394675,True
Basavanagudi,10,4,Fri,1,22,0.045454545454545456,12.9437093,77.57394675,True
Basavanagudi,10,6,Sun,1,22,0.045454545454545456,12.9437093,77.57394675,True
Basavanagudi,11,2,Wed,1,21,0.047619047619047616,12.9437093,77.57394675,True
Basavanagudi,11,3,Thu,1,21,0.047619047619047616,12.9437093,77.57394675,True
Basavanagudi,12,1,Tue,1,21,0.047619047619047616,12.9437093,77.57394675,True
Basavanagudi,12,3,Thu,3,21,0.14285714285714285,12.9437093,77.57394675,True
Basavanagudi,12,4,Fri,1,22,0.045454545454545456,12.9437093,77.57394675,True
Basavanagudi,12,5,Sat,5,22,0.22727272727272727,12.9437093,77.57394675,True
Basavanagudi,13,3,Thu,1,21,0.047619047619047616,12.9437093,77.57394675,True
Basavanagudi,13,4,Fri,1,22,0.045454545454545456,12.9437093,77.57394675,True
Basavanagudi,14,3,Thu,1,21,0.047619047619047616,12.9437093,77.57394675,True
Basavanagudi,15,4,Fri,1,22,0.045454545454545456,12.9437093,77.57394675,True
Basavanagudi,16,4,Fri,1,22,0.045454545454545456,12.9437093,77.57394675,True
Basavanagudi,17,2,Wed,1,21,0.047619047619047616,12.9437093,77.57394675,True
Basaveshwara Nagar,1,4,Fri,1,22,0.045454545454545456,12.99892,77.5411015,True
Basaveshwara Nagar,4,2,Wed,1,21,0.047619047619047616,12.99892,77.5411015,True
Basaveshwara Nagar,8,6,Sun,1,22,0.045454545454545456,12.99892,77.5411015,True
Basaveshwara Nagar,9,2,Wed,1,21,0.047619047619047616,12.99892,77.5411015,True
Basaveshwara Nagar,11,3,Thu,1,21,0.047619047619047616,12.99892,77.5411015,True
Begur,1,2,Wed,1,21,0.047619047619047616,12.8733786,77.6249151,True
Begur,3,3,Thu,2,21,0.09523809523809523,12.8733786,77.6249151,True
Begur,4,2,Wed,2,21,0.09523809523809523,12.8733786,77.6249151,True
Begur,6,5,Sat,11,22,0.5,12.8733786,77.6249151,True
Begur,7,5,Sat,1,22,0.045454545454545456,12.8733786,77.6249151,True
Begur Chikkanahalli,0,4,Fri,1,22,0.045454545454545456,13.183545,77.6801783,True
Begur Chikkanahalli,4,2,Wed,1,21,0.047619047619047616,13.183545,77.6801783,True
Begur Chikkanahalli,4,3,Thu,1,21,0.047619047619047616,13.183545,77.6801783,True
Begur Chikkanahalli,6,4,Fri,1,22,0.045454545454545456,13.183545,77.6801783,True
Begur Chikkanahalli,9,2,Wed,1,21,0.047619047619047616,13.183545,77.6801783,True
Bellandur,0,0,Mon,1,22,0.045454545454545456,12.916995830000001,77.673317715,True
Bellandur,0,1,Tue,1,21,0.047619047619047616,12.916995830000001,77.673317715,True
Bellandur,0,4,Fri,1,22,0.045454545454545456,12.916995830000001,77.673317715,True
Bellandur,2,4,Fri,1,22,0.045454545454545456,12.916995830000001,77.673317715,True
Bellandur,9,2,Wed,1,21,0.047619047619047616,12.916995830000001,77.673317715,True
Bellandur,14,3,Thu,1,21,0.047619047619047616,12.916995830000001,77.673317715,True
Bellary Road 1,0,0,Mon,5,22,0.22727272727272727,13.0146674,77.58484755,True
Bellary Road 1,0,1,Tue,2,21,0.09523809523809523,13.0146674,77.58484755,True
Bellary Road 1,0,2,Wed,7,21,0.3333333333333333,13.0146674,77.58484755,True
Bellary Road 1,0,3,Thu,3,21,0.14285714285714285,13.0146674,77.58484755,True
Bellary Road 1,0,4,Fri,5,22,0.22727272727272727,13.0146674,77.58484755,True
Bellary Road 1,0,5,Sat,8,22,0.36363636363636365,13.0146674,77.58484755,True
Bellary Road 1,0,6,Sun,9,22,0.4090909090909091,13.0146674,77.58484755,True
Bellary Road 1,1,0,Mon,7,22,0.3181818181818182,13.0146674,77.58484755,True
Bellary Road 1,1,1,Tue,8,21,0.38095238095238093,13.0146674,77.58484755,True
Bellary Road 1,1,2,Wed,8,21,0.38095238095238093,13.0146674,77.58484755,True
Bellary Road 1,1,3,Thu,8,21,0.38095238095238093,13.0146674,77.58484755,True
Bellary Road 1,1,4,Fri,4,22,0.18181818181818182,13.0146674,77.58484755,True
Bellary Road 1,1,5,Sat,10,22,0.45454545454545453,13.0146674,77.58484755,True
Bellary Road 1,1,6,Sun,3,22,0.13636363636363635,13.0146674,77.58484755,True
Bellary Road 1,2,0,Mon,4,22,0.18181818181818182,13.0146674,77.58484755,True
Bellary Road 1,2,1,Tue,6,21,0.2857142857142857,13.0146674,77.58484755,True
Bellary Road 1,2,2,Wed,11,21,0.5238095238095238,13.0146674,77.58484755,True
Bellary Road 1,2,3,Thu,4,21,0.19047619047619047,13.0146674,77.58484755,True
Bellary Road 1,2,4,Fri,13,22,0.5909090909090909,13.0146674,77.58484755,True
Bellary Road 1,2,5,Sat,3,22,0.13636363636363635,13.0146674,77.58484755,True
Bellary Road 1,2,6,Sun,6,22,0.2727272727272727,13.0146674,77.58484755,True
Bellary Road 1,3,0,Mon,4,22,0.18181818181818182,13.0146674,77.58484755,True
Bellary Road 1,3,1,Tue,6,21,0.2857142857142857,13.0146674,77.58484755,True
Bellary Road 1,3,2,Wed,6,21,0.2857142857142857,13.0146674,77.58484755,True
Bellary Road 1,3,3,Thu,2,21,0.09523809523809523,13.0146674,77.58484755,True
Bellary Road 1,3,4,Fri,6,22,0.2727272727272727,13.0146674,77.58484755,True
Bellary Road 1,3,5,Sat,10,22,0.45454545454545453,13.0146674,77.58484755,True
Bellary Road 1,3,6,Sun,7,22,0.3181818181818182,13.0146674,77.58484755,True
Bellary Road 1,4,0,Mon,3,22,0.13636363636363635,13.0146674,77.58484755,True
Bellary Road 1,4,1,Tue,8,21,0.38095238095238093,13.0146674,77.58484755,True
Bellary Road 1,4,2,Wed,4,21,0.19047619047619047,13.0146674,77.58484755,True
